,text,label,label_0,label_1,label_2
15229,PersonX takes PersonY's stance,"[0, 1, 1]",0,1,1
15230,PersonX takes PersonY's time,"[0, 1, 1]",0,1,1
15231,PersonX takes PersonY's truck,"[0, 1, 1]",0,1,1
15232,PersonX takes PersonY's turn,"[0, 1, 1]",0,1,1
15233,PersonX takes PersonY's two kids,"[0, 1, 1]",0,1,1
15234,PersonX takes PersonY's wallet,"[0, 1, 1]",0,1,1
15235,PersonX takes PersonY's word for it,"[0, 1, 1]",0,1,1
15236,PersonX takes ___ across the country,"[0, 1, 1]",0,1,1
15237,PersonX takes ___ ago,"[0, 0, 1]",0,0,1
15238,PersonX takes ___ all day,"[0, 1, 1]",0,1,1
15239,PersonX takes ___ along,"[0, 1, 1]",0,1,1
15240,PersonX takes ___ an hour,"[0, 0, 1]",0,0,1
15241,PersonX takes ___ anyway,"[0, 1, 1]",0,1,1
15242,PersonX takes ___ apart,"[0, 1, 1]",0,1,1
15243,PersonX takes ___ around,"[0, 1, 1]",0,1,1
15244,PersonX takes ___ around the neighborhood,"[0, 1, 1]",0,1,1
15245,PersonX takes ___ as a sign,"[0, 0, 1]",0,0,1
15246,PersonX takes ___ aside,"[0, 1, 1]",0,1,1
15247,PersonX takes ___ at home,"[0, 1, 1]",0,1,1
15248,PersonX takes ___ at school,"[0, 1, 1]",0,1,1
15249,PersonX takes ___ at the time,"[0, 1, 1]",0,1,1
15250,PersonX takes ___ at work,"[0, 1, 1]",0,1,1
15251,PersonX takes ___ away,"[0, 1, 1]",0,1,1
15252,PersonX takes ___ away from PersonY,"[0, 1, 1]",0,1,1
15253,PersonX takes ___ back home,"[0, 1, 1]",0,1,1
15254,PersonX takes ___ back to the store,"[0, 1, 1]",0,1,1
15255,PersonX takes ___ before work,"[0, 1, 1]",0,1,1
15256,PersonX takes ___ during the period,"[0, 1, 1]",0,1,1
15257,PersonX takes ___ earlier,"[0, 0, 1]",0,0,1
15258,PersonX takes ___ every day,"[0, 1, 1]",0,1,1
15259,PersonX takes ___ every night,"[0, 1, 1]",0,1,1
15260,PersonX takes ___ first,"[0, 1, 1]",0,1,1
15261,PersonX takes ___ fishing,"[0, 1, 1]",0,1,1
15262,PersonX takes ___ for a drive,"[0, 0, 1]",0,0,1
15263,PersonX takes ___ for a walk,"[0, 1, 1]",0,1,1
15264,PersonX takes ___ for granted,"[0, 0, 1]",0,0,1
15265,PersonX takes ___ for ice cream,"[0, 1, 1]",0,1,1
15266,PersonX takes ___ from work,"[0, 1, 1]",0,1,1
15267,PersonX takes ___ home,"[0, 1, 1]",0,1,1
15268,PersonX takes ___ home with PersonY,"[0, 1, 1]",0,1,1
15269,PersonX takes ___ immediately,"[0, 1, 1]",0,1,1
15270,PersonX takes ___ in activities,"[0, 0, 1]",0,0,1
15271,PersonX takes ___ in high school,"[0, 1, 1]",0,1,1
15272,PersonX takes ___ in life,"[0, 0, 1]",0,0,1
15273,PersonX takes ___ in politics,"[0, 0, 1]",0,0,1
15274,PersonX takes ___ in the century,"[0, 1, 1]",0,1,1
15275,PersonX takes ___ in the course,"[0, 0, 1]",0,0,1
15276,PersonX takes ___ in the discussion,"[0, 0, 1]",0,0,1
15277,PersonX takes ___ in the morning,"[0, 1, 1]",0,1,1
15278,PersonX takes ___ in the past,"[0, 1, 1]",0,1,1
15279,PersonX takes ___ in the process,"[0, 1, 1]",0,1,1
15280,PersonX takes ___ in the struggle,"[0, 1, 1]",0,1,1
15281,PersonX takes ___ in the work,"[0, 1, 1]",0,1,1
15282,PersonX takes ___ in the year,"[0, 1, 1]",0,1,1
15283,PersonX takes ___ inside,"[0, 1, 1]",0,1,1
15284,PersonX takes ___ instead,"[0, 1, 1]",0,1,1
15285,PersonX takes ___ into PersonX's hands,"[0, 1, 1]",0,1,1
15286,PersonX takes ___ into PersonX's own hands,"[0, 1, 1]",0,1,1
15287,PersonX takes ___ last night,"[0, 1, 1]",0,1,1
15288,PersonX takes ___ last week,"[0, 1, 1]",0,1,1
15289,PersonX takes ___ later,"[0, 1, 1]",0,1,1
15290,PersonX takes ___ lying down,"[0, 1, 1]",0,1,1
15291,PersonX takes ___ of changes,"[0, 0, 1]",0,0,1
15292,PersonX takes ___ of everything,"[0, 0, 1]",0,0,1
15293,PersonX takes ___ of one,"[0, 1, 1]",0,1,1
15294,PersonX takes ___ of opportunities,"[0, 0, 1]",0,0,1
15295,PersonX takes ___ of people,"[0, 0, 1]",0,0,1
15296,PersonX takes ___ of the fact,"[0, 0, 1]",0,0,1
15297,PersonX takes ___ of the needs,"[0, 0, 1]",0,0,1
15298,PersonX takes ___ of the opportunities,"[0, 0, 1]",0,0,1
15299,PersonX takes ___ off from work,"[0, 1, 1]",0,1,1
15300,PersonX takes ___ off road,"[0, 1, 1]",0,1,1
15301,PersonX takes ___ off work,"[0, 0, 1]",0,0,1
15302,PersonX takes ___ on a date,"[0, 1, 1]",0,1,1
15303,PersonX takes ___ on a field trip,"[0, 0, 1]",0,0,1
15304,PersonX takes ___ on a trip,"[0, 1, 1]",0,1,1
15305,PersonX takes ___ on a vacation,"[0, 1, 1]",0,1,1
15306,PersonX takes ___ on a walk,"[0, 1, 1]",0,1,1
15307,PersonX takes ___ on the day,"[0, 1, 1]",0,1,1
15308,PersonX takes ___ on vacation,"[0, 1, 1]",0,1,1
15309,PersonX takes ___ on walks,"[0, 1, 1]",0,1,1
15310,PersonX takes ___ one day,"[0, 1, 1]",0,1,1
15311,PersonX takes ___ out for a walk,"[0, 1, 1]",0,1,1
15312,PersonX takes ___ out of the freezer,"[0, 1, 1]",0,1,1
15313,PersonX takes ___ out of the oven,"[0, 1, 1]",0,1,1
15314,PersonX takes ___ out of the refrigerator,"[0, 1, 1]",0,1,1
15315,PersonX takes ___ out on a date,"[0, 1, 1]",0,1,1
15316,PersonX takes ___ out on the lake,"[0, 1, 1]",0,1,1
15317,PersonX takes ___ out to eat,"[0, 1, 1]",0,1,1
15318,PersonX takes ___ out to lunch,"[0, 1, 1]",0,1,1
15319,PersonX takes ___ soon,"[0, 1, 1]",0,1,1
15320,PersonX takes ___ that day,"[0, 1, 1]",0,1,1
15321,PersonX takes ___ to PersonX's favorite restaurant,"[0, 1, 1]",0,1,1
15322,PersonX takes ___ to PersonX's house,"[0, 1, 1]",0,1,1
15323,PersonX takes ___ to PersonX's mom,"[0, 1, 1]",0,1,1
15324,PersonX takes ___ to PersonY's house,"[0, 1, 1]",0,1,1
15325,PersonX takes ___ to PersonY's mom,"[0, 1, 1]",0,1,1
15326,PersonX takes ___ to a bar,"[0, 1, 1]",0,1,1
15327,PersonX takes ___ to a baseball game,"[0, 1, 1]",0,1,1
15328,PersonX takes ___ to a doctor,"[0, 1, 1]",0,1,1
15329,PersonX takes ___ to a dog park,"[0, 1, 1]",0,1,1
15330,PersonX takes ___ to a mechanic,"[0, 1, 1]",0,1,1
15331,PersonX takes ___ to a movie,"[0, 1, 1]",0,1,1
15332,PersonX takes ___ to a park,"[0, 1, 1]",0,1,1
15333,PersonX takes ___ to a pawn shop,"[0, 1, 1]",0,1,1
15334,PersonX takes ___ to a restaurant,"[0, 1, 1]",0,1,1
15335,PersonX takes ___ to a shelter,"[0, 0, 1]",0,0,1
15336,PersonX takes ___ to a shop,"[0, 1, 1]",0,1,1
15337,PersonX takes ___ to a vet,"[0, 1, 1]",0,1,1
15338,PersonX takes ___ to a veterinarian,"[0, 1, 1]",0,1,1
15339,PersonX takes ___ to arrive,"[0, 0, 1]",0,0,1
15340,PersonX takes ___ to australia,"[0, 1, 1]",0,1,1
15341,PersonX takes ___ to bed,"[0, 1, 1]",0,1,1
15342,PersonX takes ___ to church,"[0, 1, 1]",0,1,1
15343,PersonX takes ___ to complete,"[0, 1, 1]",0,1,1
15344,PersonX takes ___ to court,"[0, 1, 1]",0,1,1
15345,PersonX takes ___ to develop,"[0, 1, 1]",0,1,1
15346,PersonX takes ___ to disney,"[0, 1, 1]",0,1,1
15347,PersonX takes ___ to disney world,"[0, 1, 1]",0,1,1
15348,PersonX takes ___ to disneyland,"[0, 1, 1]",0,1,1
15349,PersonX takes ___ to florida,"[0, 1, 1]",0,1,1
15350,PersonX takes ___ to france,"[0, 1, 1]",0,1,1
15351,PersonX takes ___ to get,"[0, 1, 1]",0,1,1
15352,PersonX takes ___ to get home,"[0, 1, 1]",0,1,1
15353,PersonX takes ___ to hawaii,"[0, 1, 1]",0,1,1
15354,PersonX takes ___ to heart,"[0, 0, 1]",0,0,1
15355,PersonX takes ___ to jail,"[0, 1, 1]",0,1,1
15356,PersonX takes ___ to japan,"[0, 1, 1]",0,1,1
15357,PersonX takes ___ to las vegas,"[0, 1, 1]",0,1,1
15358,PersonX takes ___ to lunch,"[0, 1, 1]",0,1,1
15359,PersonX takes ___ to make,"[0, 1, 1]",0,1,1
15360,PersonX takes ___ to mcdonald 's,"[0, 1, 1]",0,1,1
15361,PersonX takes ___ to mexico,"[0, 1, 1]",0,1,1
15362,PersonX takes ___ to protect,"[0, 1, 1]",0,1,1
15363,PersonX takes ___ to reach,"[0, 1, 1]",0,1,1
15364,PersonX takes ___ to school,"[0, 1, 1]",0,1,1
15365,PersonX takes ___ to target,"[0, 1, 1]",0,1,1
15366,PersonX takes ___ to the airport,"[0, 1, 1]",0,1,1
15367,PersonX takes ___ to the animal shelter,"[0, 1, 1]",0,1,1
15368,PersonX takes ___ to the aquarium,"[0, 1, 1]",0,1,1
15369,PersonX takes ___ to the bank,"[0, 1, 1]",0,1,1
15370,PersonX takes ___ to the bathroom,"[0, 1, 1]",0,1,1
15371,PersonX takes ___ to the beach,"[0, 1, 1]",0,1,1
15372,PersonX takes ___ to the capital city of,"[0, 1, 1]",0,1,1
15373,PersonX takes ___ to the car wash,"[0, 1, 1]",0,1,1
15374,PersonX takes ___ to the carnival,"[0, 1, 1]",0,1,1
15375,PersonX takes ___ to the circus,"[0, 1, 1]",0,1,1
15376,PersonX takes ___ to the city,"[0, 1, 1]",0,1,1
15377,PersonX takes ___ to the counter,"[0, 1, 1]",0,1,1
15378,PersonX takes ___ to the dentist,"[0, 1, 1]",0,1,1
15379,PersonX takes ___ to the doctor,"[0, 1, 1]",0,1,1
15380,PersonX takes ___ to the doctor 's office,"[0, 1, 1]",0,1,1
15381,PersonX takes ___ to the dog park,"[0, 1, 1]",0,1,1
15382,PersonX takes ___ to the emergency room,"[0, 1, 1]",0,1,1
15383,PersonX takes ___ to the game,"[0, 1, 1]",0,1,1
15384,PersonX takes ___ to the grocery store,"[0, 1, 1]",0,1,1
15385,PersonX takes ___ to the groomer,"[0, 1, 1]",0,1,1
15386,PersonX takes ___ to the hospital,"[0, 1, 1]",0,1,1
15387,PersonX takes ___ to the lake,"[0, 1, 1]",0,1,1
15388,PersonX takes ___ to the library,"[0, 1, 1]",0,1,1
15389,PersonX takes ___ to the mall,"[0, 1, 1]",0,1,1
15390,PersonX takes ___ to the market,"[0, 1, 1]",0,1,1
15391,PersonX takes ___ to the mechanic,"[0, 1, 1]",0,1,1
15392,PersonX takes ___ to the movies,"[0, 1, 1]",0,1,1
15393,PersonX takes ___ to the museum,"[0, 1, 1]",0,1,1
15394,PersonX takes ___ to the ocean,"[0, 1, 1]",0,1,1
15395,PersonX takes ___ to the park,"[0, 1, 1]",0,1,1
15396,PersonX takes ___ to the pound,"[0, 1, 1]",0,1,1
15397,PersonX takes ___ to the shelter,"[0, 1, 1]",0,1,1
15398,PersonX takes ___ to the shop,"[0, 1, 1]",0,1,1
15399,PersonX takes ___ to the sink,"[0, 1, 1]",0,1,1
15400,PersonX takes ___ to the store,"[0, 1, 1]",0,1,1
15401,PersonX takes ___ to the vet,"[0, 1, 1]",0,1,1
15402,PersonX takes ___ to the zoo,"[0, 1, 1]",0,1,1
15403,PersonX takes ___ to vegas,"[0, 1, 1]",0,1,1
15404,PersonX takes ___ to work,"[0, 1, 1]",0,1,1
15405,PersonX takes ___ today,"[0, 1, 1]",0,1,1
15406,PersonX takes ___ together,"[0, 1, 1]",0,1,1
15407,PersonX takes ___ too far,"[0, 1, 1]",0,1,1
15408,PersonX takes ___ too fast,"[0, 1, 1]",0,1,1
15409,PersonX takes ___ twenty minutes,"[0, 0, 1]",0,0,1
15410,PersonX takes ___ two days,"[0, 0, 1]",0,0,1
15411,PersonX takes ___ two hours,"[0, 1, 1]",0,1,1
15412,PersonX takes a ___ to get,"[0, 1, 1]",0,1,1
15413,PersonX takes a back seat,"[0, 1, 1]",0,1,1
15414,PersonX takes a bath,"[0, 1, 1]",0,1,1
15415,PersonX takes a big bite,"[0, 1, 1]",0,1,1
15416,PersonX takes a big gulp,"[0, 1, 1]",0,1,1
15417,PersonX takes a boat,"[0, 1, 1]",0,1,1
15418,PersonX takes a breath,"[0, 1, 1]",0,1,1
15419,PersonX takes a breather,"[0, 1, 1]",0,1,1
15420,PersonX takes a bubble bath,"[0, 1, 1]",0,1,1
15421,PersonX takes a bullet,"[0, 1, 1]",0,1,1
15422,PersonX takes a bus,"[0, 1, 1]",0,1,1
15423,PersonX takes a bus tour,"[0, 1, 1]",0,1,1
15424,PersonX takes a cab,"[0, 1, 1]",0,1,1
15425,PersonX takes a cab home,"[0, 1, 1]",0,1,1
15426,PersonX takes a chance,"[0, 1, 1]",0,1,1
15427,PersonX takes a class,"[0, 1, 1]",0,1,1
15428,PersonX takes a closer look,"[0, 1, 1]",0,1,1
15429,PersonX takes a cooking class,"[0, 1, 1]",0,1,1
15430,PersonX takes a course,"[0, 1, 1]",0,1,1
15431,PersonX takes a crack at ___,"[0, 1, 1]",0,1,1
15432,PersonX takes a dancing class,"[0, 1, 1]",0,1,1
15433,PersonX takes a day,"[0, 1, 1]",0,1,1
15434,PersonX takes a day off,"[0, 1, 1]",0,1,1
15435,PersonX takes a day trip,"[0, 1, 1]",0,1,1
15436,PersonX takes a deep breath,"[0, 1, 1]",0,1,1
15437,PersonX takes a detour,"[0, 1, 1]",0,1,1
15438,PersonX takes a different route,"[0, 1, 1]",0,1,1
15439,PersonX takes a drink,"[0, 1, 1]",0,1,1
15440,PersonX takes a drive,"[0, 1, 1]",0,1,1
15441,PersonX takes a family trip,"[0, 1, 1]",0,1,1
15442,PersonX takes a ferry,"[0, 1, 1]",0,1,1
15443,PersonX takes a few days,"[0, 1, 1]",0,1,1
15444,PersonX takes a few minutes,"[0, 1, 1]",0,1,1
15445,PersonX takes a field trip,"[0, 1, 1]",0,1,1
15446,PersonX takes a flight,"[0, 1, 1]",0,1,1
15447,PersonX takes a flyer,"[0, 1, 1]",0,1,1
15448,PersonX takes a gamble,"[0, 1, 1]",0,1,1
15449,PersonX takes a good look,"[0, 1, 1]",0,1,1
15450,PersonX takes a hot bath,"[0, 1, 1]",0,1,1
15451,PersonX takes a hot shower,"[0, 0, 1]",0,0,1
15452,PersonX takes a job,"[0, 1, 1]",0,1,1
15453,PersonX takes a joke,"[0, 1, 1]",0,1,1
15454,PersonX takes a licking and keep on ticking,"[0, 1, 1]",0,1,1
15455,PersonX takes a look,"[0, 1, 1]",0,1,1
15456,PersonX takes a look around,"[0, 1, 1]",0,1,1
15457,PersonX takes a look at PersonY,"[0, 1, 1]",0,1,1
15458,PersonX takes a look at it,"[0, 1, 1]",0,1,1
15459,PersonX takes a lot of pictures,"[0, 1, 1]",0,1,1
15460,PersonX takes a lot of time,"[0, 1, 1]",0,1,1
15461,PersonX takes a lot of work,"[0, 1, 1]",0,1,1
15462,PersonX takes a lunch break,"[0, 1, 1]",0,1,1
15463,PersonX takes a math exam,"[0, 1, 1]",0,1,1
15464,PersonX takes a math test,"[0, 1, 1]",0,1,1
15465,PersonX takes a painting class,"[0, 1, 1]",0,1,1
15466,PersonX takes a pew,"[0, 1, 1]",0,1,1
15467,PersonX takes a photo,"[0, 1, 1]",0,1,1
15468,PersonX takes a photo of PersonY,"[0, 1, 1]",0,1,1
15469,PersonX takes a pill,"[0, 1, 1]",0,1,1
15470,PersonX takes a plane,"[0, 1, 1]",0,1,1
15471,PersonX takes a pottery class,"[0, 1, 1]",0,1,1
15472,PersonX takes a pregnancy test,"[0, 1, 1]",0,1,1
15473,PersonX takes a quick nap,"[0, 1, 1]",0,1,1
15474,PersonX takes a rest,"[0, 1, 1]",0,1,1
15475,PersonX takes a road trip,"[0, 1, 1]",0,1,1
15476,PersonX takes a seat,"[0, 1, 1]",0,1,1
15477,PersonX takes a second job,"[0, 1, 1]",0,1,1
15478,PersonX takes a selfie,"[0, 1, 1]",0,1,1
15479,PersonX takes a short nap,"[0, 1, 1]",0,1,1
15480,PersonX takes a shortcut,"[0, 1, 1]",0,1,1
15481,PersonX takes a shot,"[0, 1, 1]",0,1,1
15482,PersonX takes a shot in the dark,"[0, 0, 1]",0,0,1
15483,PersonX takes a shower,"[0, 1, 1]",0,1,1
15484,PersonX takes a sick day,"[0, 1, 1]",0,1,1
15485,PersonX takes a sip,"[0, 1, 1]",0,1,1
15486,PersonX takes a sip of water,"[0, 1, 1]",0,1,1
15487,PersonX takes a ski trip,"[0, 0, 1]",0,0,1
15488,PersonX takes a stab at ___,"[0, 0, 1]",0,0,1
15489,PersonX takes a taste,"[0, 1, 1]",0,1,1
15490,PersonX takes a taxi,"[0, 1, 1]",0,1,1
15491,PersonX takes a tour,"[0, 1, 1]",0,1,1
15492,PersonX takes a train,"[0, 1, 1]",0,1,1
15493,PersonX takes a train ride,"[0, 1, 1]",0,1,1
15494,PersonX takes a train to the capital city of,"[0, 1, 1]",0,1,1
15495,PersonX takes a trip,"[0, 1, 1]",0,1,1
15496,PersonX takes a trip to PersonY,"[0, 1, 1]",0,1,1
15497,PersonX takes a trip to the beach,"[0, 1, 1]",0,1,1
15498,PersonX takes a trip to the zoo,"[0, 1, 1]",0,1,1
15499,PersonX takes a tumble,"[0, 1, 1]",0,1,1
15500,PersonX takes a turn,"[0, 1, 1]",0,1,1
15501,PersonX takes a turn for the better,"[0, 1, 1]",0,1,1
15502,PersonX takes a turn for the worse,"[0, 1, 1]",0,1,1
15503,PersonX takes a vacation,"[0, 1, 1]",0,1,1
15504,PersonX takes a vacation to PersonY,"[0, 1, 1]",0,1,1
15505,PersonX takes a walk,"[0, 1, 1]",0,1,1
15506,PersonX takes a walk ___,"[0, 1, 1]",0,1,1
15507,PersonX takes a walk in the park,"[0, 1, 1]",0,1,1
15508,PersonX takes a week,"[0, 1, 1]",0,1,1
15509,PersonX takes a wife,"[0, 1, 1]",0,1,1
15510,PersonX takes a wrong turn,"[0, 1, 1]",0,1,1
15511,PersonX takes about an hour,"[0, 1, 1]",0,1,1
15512,PersonX takes action,"[0, 1, 1]",0,1,1
15513,PersonX takes action against PersonY,"[0, 1, 1]",0,1,1
15514,PersonX takes advantage,"[0, 1, 1]",0,1,1
15515,PersonX takes advantage of PersonY,"[0, 1, 1]",0,1,1
15516,PersonX takes advantage of PersonY opportunity,"[0, 1, 1]",0,1,1
15517,PersonX takes advantage of opportunities,"[0, 1, 1]",0,1,1
15518,PersonX takes advantage of the PersonY,"[0, 1, 1]",0,1,1
15519,PersonX takes advantage of the fact,"[0, 1, 1]",0,1,1
15520,PersonX takes advantage of the opportunities,"[0, 1, 1]",0,1,1
15521,PersonX takes advantage of the opportunity,"[0, 1, 1]",0,1,1
15522,PersonX takes advantage of the situation,"[0, 1, 1]",0,1,1
15523,PersonX takes aim,"[0, 1, 1]",0,1,1
15524,PersonX takes all day,"[0, 1, 1]",0,1,1
15525,PersonX takes an axe to ___,"[0, 1, 1]",0,1,1
15526,PersonX takes an exam,"[0, 1, 1]",0,1,1
15527,PersonX takes an umbrella,"[0, 1, 1]",0,1,1
15528,PersonX takes anger management classes,"[0, 1, 1]",0,1,1
15529,PersonX takes another ___,"[0, 1, 1]",0,1,1
15530,PersonX takes another bite,"[0, 1, 1]",0,1,1
15531,PersonX takes another drink,"[0, 1, 1]",0,1,1
15532,PersonX takes another example,"[0, 0, 1]",0,0,1
15533,PersonX takes another look,"[0, 1, 1]",0,1,1
15534,PersonX takes another sip,"[0, 1, 1]",0,1,1
15535,PersonX takes another step,"[0, 1, 1]",0,1,1
15536,PersonX takes another wife,"[0, 1, 1]",0,1,1
15537,PersonX takes antibiotics,"[0, 1, 1]",0,1,1
15538,PersonX takes anything,"[0, 1, 1]",0,1,1
15539,PersonX takes away PersonY's ___,"[0, 1, 1]",0,1,1
15540,PersonX takes away ___,"[0, 1, 1]",0,1,1
15541,PersonX takes away from PersonY,"[0, 1, 1]",0,1,1
15542,PersonX takes away the ___,"[0, 1, 1]",0,1,1
15543,PersonX takes awhile,"[0, 1, 1]",0,1,1
15544,PersonX takes ballet,"[0, 1, 1]",0,1,1
15545,PersonX takes baths,"[0, 1, 1]",0,1,1
15546,PersonX takes care of PersonX's children,"[0, 1, 1]",0,1,1
15547,PersonX takes care of PersonX's needs,"[0, 1, 1]",0,1,1
15548,PersonX takes care of PersonY,"[0, 1, 1]",0,1,1
15549,PersonX takes care of PersonY ___,"[0, 1, 1]",0,1,1
15550,PersonX takes care of PersonY's,"[0, 1, 1]",0,1,1
15551,PersonX takes care of PersonY's needs,"[0, 1, 1]",0,1,1
15552,PersonX takes care of a PersonY,"[0, 1, 1]",0,1,1
15553,PersonX takes care of business,"[0, 1, 1]",0,1,1
15554,PersonX takes care of children,"[0, 1, 1]",0,1,1
15555,PersonX takes care of everything,"[0, 1, 1]",0,1,1
15556,PersonX takes care of herself,"[0, 0, 1]",0,0,1
15557,PersonX takes care of it,"[0, 0, 1]",0,0,1
15558,PersonX takes care of people,"[0, 1, 1]",0,1,1
15559,PersonX takes care of the PersonY,"[0, 1, 1]",0,1,1
15560,PersonX takes care of the baby,"[0, 1, 1]",0,1,1
15561,PersonX takes care of the children,"[0, 1, 1]",0,1,1
15562,PersonX takes care of the house,"[0, 1, 1]",0,1,1
15563,PersonX takes care of things,"[0, 1, 1]",0,1,1
15564,PersonX takes care to avoid,"[0, 1, 1]",0,1,1
15565,PersonX takes charge of PersonY,"[0, 1, 1]",0,1,1
15566,PersonX takes classes,"[0, 1, 1]",0,1,1
15567,PersonX takes dance lessons,"[0, 1, 1]",0,1,1
15568,PersonX takes deep breaths,"[0, 1, 1]",0,1,1
15569,PersonX takes delight in ___,"[0, 1, 1]",0,1,1
15570,PersonX takes every opportunity,"[0, 1, 1]",0,1,1
15571,PersonX takes every precaution,"[0, 1, 1]",0,1,1
15572,PersonX takes everything,"[0, 1, 1]",0,1,1
15573,PersonX takes everything into consideration,"[0, 1, 1]",0,1,1
15574,PersonX takes first place,"[0, 1, 1]",0,1,1
15575,PersonX takes five,"[0, 1, 1]",0,1,1
15576,PersonX takes good care of PersonY,"[0, 1, 1]",0,1,1
15577,PersonX takes good care of it,"[0, 1, 1]",0,1,1
15578,PersonX takes guard,"[0, 1, 1]",0,1,1
15579,PersonX takes guitar lessons,"[0, 1, 1]",0,1,1
15580,PersonX takes hold of PersonY,"[0, 1, 1]",0,1,1
15581,PersonX takes home ___,"[0, 1, 1]",0,1,1
15582,PersonX takes home with PersonY,"[0, 1, 1]",0,1,1
15583,PersonX takes hours,"[0, 1, 1]",0,1,1
15584,PersonX takes in PersonY's sense,"[0, 1, 1]",0,1,1
15585,PersonX takes in a deep breath,"[0, 1, 1]",0,1,1
15586,PersonX takes into consideration the ___,"[0, 1, 1]",0,1,1
15587,PersonX takes it anyway,"[0, 1, 1]",0,1,1
15588,PersonX takes it apart,"[0, 1, 1]",0,1,1
15589,PersonX takes it back,"[0, 1, 1]",0,1,1
15590,PersonX takes it back home,"[0, 1, 1]",0,1,1
15591,PersonX takes it back to the store,"[0, 1, 1]",0,1,1
15592,PersonX takes it easy,"[0, 1, 1]",0,1,1
15593,PersonX takes it from me,"[0, 1, 1]",0,1,1
15594,PersonX takes it home,"[0, 1, 1]",0,1,1
15595,PersonX takes it into the shop,"[0, 1, 1]",0,1,1
15596,PersonX takes it like a man,"[0, 1, 1]",0,1,1
15597,PersonX takes it out of the oven,"[0, 1, 1]",0,1,1
15598,PersonX takes it to a mechanic,"[0, 1, 1]",0,1,1
15599,PersonX takes it to a veterinarian,"[0, 1, 1]",0,1,1
15600,PersonX takes it to school,"[0, 1, 1]",0,1,1
15601,PersonX takes it to the counter,"[0, 1, 1]",0,1,1
15602,PersonX takes it to the shop,"[0, 1, 1]",0,1,1
15603,PersonX takes it to the store,"[0, 1, 1]",0,1,1
15604,PersonX takes karate lessons,"[0, 1, 1]",0,1,1
15605,PersonX takes kindly,"[0, 1, 1]",0,1,1
15606,PersonX takes leave of PersonX's senses,"[0, 1, 1]",0,1,1
15607,PersonX takes lessons,"[0, 1, 1]",0,1,1
15608,PersonX takes life seriously,"[0, 1, 1]",0,1,1
15609,PersonX takes lots of photos,"[0, 1, 1]",0,1,1
15610,PersonX takes lots of pictures,"[0, 1, 1]",0,1,1
15611,PersonX takes many classes,"[0, 1, 1]",0,1,1
15612,PersonX takes many lessons,"[0, 1, 1]",0,1,1
15613,PersonX takes many photos,"[0, 1, 1]",0,1,1
15614,PersonX takes many pictures,"[0, 1, 1]",0,1,1
15615,PersonX takes medication,"[0, 1, 1]",0,1,1
15616,PersonX takes medicine,"[0, 1, 1]",0,1,1
15617,PersonX takes melatonin,"[0, 1, 1]",0,1,1
15618,PersonX takes my breath away,"[0, 1, 1]",0,1,1
15619,PersonX takes my daughter,"[0, 1, 1]",0,1,1
15620,PersonX takes my dog,"[0, 1, 1]",0,1,1
15621,PersonX takes my dog for a walk,"[0, 1, 1]",0,1,1
15622,PersonX takes my friend,"[0, 1, 1]",0,1,1
15623,PersonX takes my girlfriend,"[0, 1, 1]",0,1,1
15624,PersonX takes my order,"[0, 1, 1]",0,1,1
15625,PersonX takes my son,"[0, 1, 1]",0,1,1
15626,PersonX takes naps,"[0, 1, 1]",0,1,1
15627,PersonX takes no for PersonY answer,"[0, 1, 1]",0,1,1
15628,PersonX takes no for an answer,"[0, 1, 1]",0,1,1
15629,PersonX takes no prisoners,"[0, 1, 1]",0,1,1
15630,PersonX takes notes,"[0, 1, 1]",0,1,1
15631,PersonX takes nothing for granted,"[0, 1, 1]",0,1,1
15632,PersonX takes notice,"[0, 1, 1]",0,1,1
15633,PersonX takes notice of PersonY,"[0, 1, 1]",0,1,1
15634,PersonX takes off PersonX's hat,"[0, 1, 1]",0,1,1
15635,PersonX takes off PersonY's clothes,"[0, 1, 1]",0,1,1
15636,PersonX takes off PersonY's hat,"[0, 1, 1]",0,1,1
15637,PersonX takes off PersonY's shirt,"[0, 1, 1]",0,1,1
15638,PersonX takes off PersonY's shoes,"[0, 1, 1]",0,1,1
15639,PersonX takes one look,"[0, 1, 1]",0,1,1
15640,PersonX takes one look at PersonY,"[0, 1, 1]",0,1,1
15641,PersonX takes orders,"[0, 1, 1]",0,1,1
15642,PersonX takes out an onion,"[0, 1, 1]",0,1,1
15643,PersonX takes out the trash,"[0, 1, 1]",0,1,1
15644,PersonX takes part in PersonY,"[0, 1, 1]",0,1,1
15645,PersonX takes part in activities,"[0, 1, 1]",0,1,1
15646,PersonX takes part in affairs,"[0, 1, 1]",0,1,1
15647,PersonX takes part in discussions,"[0, 1, 1]",0,1,1
15648,PersonX takes part in life,"[0, 1, 1]",0,1,1
15649,PersonX takes part in politics,"[0, 1, 1]",0,1,1
15650,PersonX takes part in the battle,"[0, 1, 1]",0,1,1
15651,PersonX takes part in the campaign,"[0, 1, 1]",0,1,1
15652,PersonX takes part in the ceremony,"[0, 1, 1]",0,1,1
15653,PersonX takes part in the conference,"[0, 1, 1]",0,1,1
15654,PersonX takes part in the discussion,"[0, 1, 1]",0,1,1
15655,PersonX takes part in the discussions,"[0, 1, 1]",0,1,1
15656,PersonX takes part in the expedition,"[0, 1, 1]",0,1,1
15657,PersonX takes part in the proceedings,"[0, 1, 1]",0,1,1
